resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
51,172005,verstappen,,,,,,,,,,,,,,,
68,172005,villeneuve,,,,,,,,,,,,,,,
85,172005,barrichello,,,,,,,,,,,,,,,
102,172005,bernoldi,,,,,,,,,,,,,,,
119,172005,burti,,,,,,,,,,,,,,,
136,172005,barrichello,,,,,,,,,,,,,,,
153,172005,heidfeld,,,,,,,,,,,,,,,
170,172005,alonso,,,,,,,,,,,,,,,
187,172005,ralf_schumacher,,,,,,,,,,,,,,,
204,172005,raikkonen,,,,,,,,,,,,,,,
221,172005,trulli,,,,,,,,,,,,,,,
238,172005,rosa,,,,,,,,,,,,,,,
255,172005,verstappen,,,,,,,,,,,,,,,
272,172005,verstappen,,,,,,,,,,,,,,,
289,172005,fisichella,,,,,,,,,,,,,,,
17,172006,hakkinen,,,,,,,,,,,,,,,
34,172006,heidfeld,,,,,,,,,,,,,,,
51,172006,verstappen,,,,,,,,,,,,,,,
68,172006,villeneuve,,,,,,,,,,,,,,,
85,172006,barrichello,,,,,,,,,,,,,,,
102,172006,bernoldi,,,,,,,,,,,,,,,
119,172006,burti,,,,,,,,,,,,,,,
136,172006,barrichello,,,,,,,,,,,,,,,
153,172006,heidfeld,,,,,,,,,,,,,,,
170,172006,alonso,,,,,,,,,,,,,,,
187,172006,ralf_schumacher,,,,,,,,,,,,,,,
204,172006,raikkonen,,,,,,,,,,,,,,,
221,172006,trulli,,,,,,,,,,,,,,,
238,172006,rosa,,,,,,,,,,,,,,,
255,172006,verstappen,,,,,,,,,,,,,,,
272,172006,verstappen,,,,,,,,,,,,,,,
289,172006,fisichella,,,,,,,,,,,,,,,
17,172007,hakkinen,,,,,,,,,,,,,,,
34,172007,heidfeld,,,,,,,,,,,,,,,
51,172007,verstappen,,,,,,,,,,,,,,,
68,172007,villeneuve,,,,,,,,,,,,,,,
85,172007,barrichello,,,,,,,,,,,,,,,
102,172007,bernoldi,,,,,,,,,,,,,,,
119,172007,burti,,,,,,,,,,,,,,,
136,172007,barrichello,,,,,,,,,,,,,,,
153,172007,heidfeld,,,,,,,,,,,,,,,
170,172007,alonso,,,,,,,,,,,,,,,
187,172007,ralf_schumacher,,,,,,,,,,,,,,,
204,172007,raikkonen,,,,,,,,,,,,,,,
221,172007,trulli,,,,,,,,,,,,,,,
238,172007,rosa,,,,,,,,,,,,,,,
255,172007,verstappen,,,,,,,,,,,,,,,
272,172007,verstappen,,,,,,,,,,,,,,,
289,172007,fisichella,,,,,,,,,,,,,,,
17,172008,hakkinen,,,,,,,,,,,,,,,
34,172008,heidfeld,,,,,,,,,,,,,,,
51,172008,verstappen,,,,,,,,,,,,,,,
68,172008,villeneuve,,,,,,,,,,,,,,,
85,172008,barrichello,,,,,,,,,,,,,,,
102,172008,bernoldi,,,,,,,,,,,,,,,
119,172008,burti,,,,,,,,,,,,,,,
136,172008,barrichello,,,,,,,,,,,,,,,
153,172008,heidfeld,,,,,,,,,,,,,,,
170,172008,alonso,,,,,,,,,,,,,,,
187,172008,ralf_schumacher,,,,,,,,,,,,,,,
204,172008,raikkonen,,,,,,,,,,,,,,,
221,172008,trulli,,,,,,,,,,,,,,,
238,172008,rosa,,,,,,,,,,,,,,,
255,172008,verstappen,,,,,,,,,,,,,,,
272,172008,verstappen,,,,,,,,,,,,,,,
289,172008,fisichella,,,,,,,,,,,,,,,
17,172009,hakkinen,,,,,,,,,,,,,,,
34,172009,heidfeld,,,,,,,,,,,,,,,
51,172009,verstappen,,,,,,,,,,,,,,,
68,172009,villeneuve,,,,,,,,,,,,,,,
85,172009,barrichello,,,,,,,,,,,,,,,
102,172009,bernoldi,,,,,,,,,,,,,,,
119,172009,burti,,,,,,,,,,,,,,,
136,172009,barrichello,,,,,,,,,,,,,,,
153,172009,heidfeld,,,,,,,,,,,,,,,
170,172009,alonso,,,,,,,,,,,,,,,
187,172009,ralf_schumacher,,,,,,,,,,,,,,,
204,172009,raikkonen,,,,,,,,,,,,,,,
221,172009,trulli,,,,,,,,,,,,,,,
238,172009,rosa,,,,,,,,,,,,,,,
255,172009,verstappen,,,,,,,,,,,,,,,
272,172009,verstappen,,,,,,,,,,,,,,,
289,172009,fisichella,,,,,,,,,,,,,,,
17,172010,hakkinen,,,,,,,,,,,,,,,
34,172010,heidfeld,,,,,,,,,,,,,,,
51,172010,verstappen,,,,,,,,,,,,,,,
68,172010,villeneuve,,,,,,,,,,,,,,,
85,172010,barrichello,,,,,,,,,,,,,,,
102,172010,bernoldi,,,,,,,,,,,,,,,
119,172010,burti,,,,,,,,,,,,,,,
136,172010,barrichello,,,,,,,,,,,,,,,
153,172010,heidfeld,,,,,,,,,,,,,,,
170,172010,alonso,,,,,,,,,,,,,,,
187,172010,ralf_schumacher,,,,,,,,,,,,,,,
204,172010,raikkonen,,,,,,,,,,,,,,,
221,172010,trulli,,,,,,,,,,,,,,,
238,172010,rosa,,,,,,,,,,,,,,,
255,172010,verstappen,,,,,,,,,,,,,,,
272,172010,verstappen,,,,,,,,,,,,,,,
289,172010,fisichella,,,,,,,,,,,,,,,
17,172011,hakkinen,,,,,,,,,,,,,,,
34,172011,heidfeld,,,,,,,,,,,,,,,
51,172011,verstappen,,,,,,,,,,,,,,,
68,172011,villeneuve,,,,,,,,,,,,,,,
85,172011,barrichello,,,,,,,,,,,,,,,
102,172011,bernoldi,,,,,,,,,,,,,,,
119,172011,burti,,,,,,,,,,,,,,,
136,172011,barrichello,,,,,,,,,,,,,,,
153,172011,heidfeld,,,,,,,,,,,,,,,
170,172011,alonso,,,,,,,,,,,,,,,
187,172011,ralf_schumacher,,,,,,,,,,,,,,,
204,172011,raikkonen,,,,,,,,,,,,,,,
221,172011,trulli,,,,,,,,,,,,,,,
238,172011,rosa,,,,,,,,,,,,,,,
255,172011,verstappen,,,,,,,,,,,,,,,
272,172011,verstappen,,,,,,,,,,,,,,,
289,172011,fisichella,,,,,,,,,,,,,,,
17,172012,hakkinen,,,,,,,,,,,,,,,
34,172012,heidfeld,,,,,,,,,,,,,,,
51,172012,verstappen,,,,,,,,,,,,,,,
68,172012,villeneuve,,,,,,,,,,,,,,,
85,172012,barrichello,,,,,,,,,,,,,,,
102,172012,bernoldi,,,,,,,,,,,,,,,
119,172012,burti,,,,,,,,,,,,,,,
136,172012,barrichello,,,,,,,,,,,,,,,
153,172012,heidfeld,,,,,,,,,,,,,,,
170,172012,alonso,,,,,,,,,,,,,,,
187,172012,ralf_schumacher,,,,,,,,,,,,,,,
204,172012,raikkonen,,,,,,,,,,,,,,,
221,172012,trulli,,,,,,,,,,,,,,,
238,172012,rosa,,,,,,,,,,,,,,,
255,172012,verstappen,,,,,,,,,,,,,,,
272,172012,verstappen,,,,,,,,,,,,,,,
289,172012,fisichella,,,,,,,,,,,,,,,
17,172013,hakkinen,,,,,,,,,,,,,,,
34,172013,heidfeld,,,,,,,,,,,,,,,
51,172013,verstappen,,,,,,,,,,,,,,,
68,172013,villeneuve,,,,,,,,,,,,,,,
85,172013,barrichello,,,,,,,,,,,,,,,
102,172013,bernoldi,,,,,,,,,,,,,,,
119,172013,burti,,,,,,,,,,,,,,,
136,172013,barrichello,,,,,,,,,,,,,,,
153,172013,heidfeld,,,,,,,,,,,,,,,
170,172013,alonso,,,,,,,,,,,,,,,
187,172013,ralf_schumacher,,,,,,,,,,,,,,,
204,172013,raikkonen,,,,,,,,,,,,,,,
221,172013,trulli,,,,,,,,,,,,,,,
238,172013,rosa,,,,,,,,,,,,,,,
255,172013,verstappen,,,,,,,,,,,,,,,
272,172013,verstappen,,,,,,,,,,,,,,,
289,172013,fisichella,,,,,,,,,,,,,,,
17,172014,hakkinen,,,,,,,,,,,,,,,
34,172014,heidfeld,,,,,,,,,,,,,,,
51,172014,verstappen,,,,,,,,,,,,,,,
68,172014,villeneuve,,,,,,,,,,,,,,,
85,172014,barrichello,,,,,,,,,,,,,,,
102,172014,bernoldi,,,,,,,,,,,,,,,
119,172014,burti,,,,,,,,,,,,,,,
136,172014,barrichello,,,,,,,,,,,,,,,
153,172014,heidfeld,,,,,,,,,,,,,,,
170,172014,alonso,,,,,,,,,,,,,,,
187,172014,ralf_schumacher,,,,,,,,,,,,,,,
204,172014,raikkonen,,,,,,,,,,,,,,,
221,172014,trulli,,,,,,,,,,,,,,,
238,172014,rosa,,,,,,,,,,,,,,,
255,172014,verstappen,,,,,,,,,,,,,,,
272,172014,verstappen,,,,,,,,,,,,,,,
289,172014,fisichella,,,,,,,,,,,,,,,
17,172015,hakkinen,,,,,,,,,,,,,,,
34,172015,heidfeld,,,,,,,,,,,,,,,
51,172015,verstappen,,,,,,,,,,,,,,,
68,172015,villeneuve,,,,,,,,,,,,,,,
85,172015,barrichello,,,,,,,,,,,,,,,
102,172015,bernoldi,,,,,,,,,,,,,,,
119,172015,burti,,,,,,,,,,,,,,,
136,172015,barrichello,,,,,,,,,,,,,,,
153,172015,heidfeld,,,,,,,,,,,,,,,
170,172015,alonso,,,,,,,,,,,,,,,
187,172015,ralf_schumacher,,,,,,,,,,,,,,,
204,172015,raikkonen,,,,,,,,,,,,,,,
221,172015,trulli,,,,,,,,,,,,,,,
238,172015,rosa,,,,,,,,,,,,,,,
255,172015,verstappen,,,,,,,,,,,,,,,
272,172015,verstappen,,,,,,,,,,,,,,,
289,172015,fisichella,,,,,,,,,,,,,,,
17,172016,hakkinen,,,,,,,,,,,,,,,
34,172016,heidfeld,,,,,,,,,,,,,,,
51,172016,verstappen,,,,,,,,,,,,,,,
68,172016,villeneuve,,,,,,,,,,,,,,,
85,172016,barrichello,,,,,,,,,,,,,,,
102,172016,bernoldi,,,,,,,,,,,,,,,
119,172016,burti,,,,,,,,,,,,,,,
136,172016,barrichello,,,,,,,,,,,,,,,
153,172016,heidfeld,,,,,,,,,,,,,,,
170,172016,alonso,,,,,,,,,,,,,,,
187,172016,ralf_schumacher,,,,,,,,,,,,,,,
204,172016,raikkonen,,,,,,,,,,,,,,,
221,172016,trulli,,,,,,,,,,,,,,,
238,172016,rosa,,,,,,,,,,,,,,,
255,172016,verstappen,,,,,,,,,,,,,,,
272,172016,verstappen,,,,,,,,,,,,,,,
289,172016,fisichella,,,,,,,,,,,,,,,
17,172017,hakkinen,,,,,,,,,,,,,,,
34,172017,heidfeld,,,,,,,,,,,,,,,
51,172017,verstappen,,,,,,,,,,,,,,,
68,172017,villeneuve,,,,,,,,,,,,,,,
85,172017,barrichello,,,,,,,,,,,,,,,
102,172017,bernoldi,,,,,,,,,,,,,,,
119,172017,burti,,,,,,,,,,,,,,,
136,172017,barrichello,,,,,,,,,,,,,,,
153,172017,heidfeld,,,,,,,,,,,,,,,
170,172017,alonso,,,,,,,,,,,,,,,
187,172017,ralf_schumacher,,,,,,,,,,,,,,,
204,172017,raikkonen,,,,,,,,,,,,,,,
221,172017,trulli,,,,,,,,,,,,,,,
238,172017,rosa,,,,,,,,,,,,,,,
255,172017,verstappen,,,,,,,,,,,,,,,
272,172017,verstappen,,,,,,,,,,,,,,,
289,172017,fisichella,,,,,,,,,,,,,,,
17,172018,hakkinen,,,,,,,,,,,,,,,
34,172018,heidfeld,,,,,,,,,,,,,,,
51,172018,verstappen,,,,,,,,,,,,,,,
68,172018,villeneuve,,,,,,,,,,,,,,,
85,172018,barrichello,,,,,,,,,,,,,,,
102,172018,bernoldi,,,,,,,,,,,,,,,
119,172018,burti,,,,,,,,,,,,,,,
136,172018,barrichello,,,,,,,,,,,,,,,
153,172018,heidfeld,,,,,,,,,,,,,,,
170,172018,alonso,,,,,,,,,,,,,,,
187,172018,ralf_schumacher,,,,,,,,,,,,,,,
204,172018,raikkonen,,,,,,,,,,,,,,,
221,172018,trulli,,,,,,,,,,,,,,,
238,172018,rosa,,,,,,,,,,,,,,,
255,172018,verstappen,,,,,,,,,,,,,,,
272,172018,verstappen,,,,,,,,,,,,,,,
289,172018,fisichella,,,,,,,,,,,,,,,
17,172019,hakkinen,,,,,,,,,,,,,,,
34,172019,heidfeld,,,,,,,,,,,,,,,
51,172019,verstappen,,,,,,,,,,,,,,,
68,172019,villeneuve,,,,,,,,,,,,,,,
85,172019,barrichello,,,,,,,,,,,,,,,
102,172019,bernoldi,,,,,,,,,,,,,,,
119,172019,burti,,,,,,,,,,,,,,,
136,172019,barrichello,,,,,,,,,,,,,,,
153,172019,heidfeld,,,,,,,,,,,,,,,
170,172019,alonso,,,,,,,,,,,,,,,
187,172019,ralf_schumacher,,,,,,,,,,,,,,,
204,172019,raikkonen,,,,,,,,,,,,,,,
221,172019,trulli,,,,,,,,,,,,,,,
238,172019,rosa,,,,,,,,,,,,,,,
255,172019,verstappen,,,,,,,,,,,,,,,
272,172019,verstappen,,,,,,,,,,,,,,,
289,172019,fisichella,,,,,,,,,,,,,,,
17,172020,hakkinen,,,,,,,,,,,,,,,
34,172020,heidfeld,,,,,,,,,,,,,,,
51,172020,verstappen,,,,,,,,,,,,,,,
68,172020,villeneuve,,,,,,,,,,,,,,,
85,172020,barrichello,,,,,,,,,,,,,,,
102,172020,bernoldi,,,,,,,,,,,,,,,
119,172020,burti,,,,,,,,,,,,,,,
136,172020,barrichello,,,,,,,,,,,,,,,
153,172020,heidfeld,,,,,,,,,,,,,,,
170,172020,alonso,,,,,,,,,,,,,,,
187,172020,ralf_schumacher,,,,,,,,,,,,,,,
204,172020,raikkonen,,,,,,,,,,,,,,,
221,172020,trulli,,,,,,,,,,,,,,,
238,172020,rosa,,,,,,,,,,,,,,,
255,172020,verstappen,,,,,,,,,,,,,,,
272,172020,verstappen,,,,,,,,,,,,,,,
289,172020,fisichella,,,,,,,,,,,,,,,
17,172021,hakkinen,,,,,,,,,,,,,,,
34,172021,heidfeld,,,,,,,,,,,,,,,
51,172021,verstappen,,,,,,,,,,,,,,,
68,172021,villeneuve,,,,,,,,,,,,,,,
85,172021,barrichello,,,,,,,,,,,,,,,
102,172021,bernoldi,,,,,,,,,,,,,,,
119,172021,burti,,,,,,,,,,,,,,,
136,172021,barrichello,,,,,,,,,,,,,,,
153,172021,heidfeld,,,,,,,,,,,,,,,
170,172021,alonso,,,,,,,,,,,,,,,
187,172021,ralf_schumacher,,,,,,,,,,,,,,,
204,172021,raikkonen,,,,,,,,,,,,,,,
221,172021,trulli,,,,,,,,,,,,,,,
238,172021,rosa,,,,,,,,,,,,,,,
255,172021,verstappen,,,,,,,,,,,,,,,
272,172021,verstappen,,,,,,,,,,,,,,,
289,172021,fisichella,,,,,,,,,,,,,,,
17,172022,hakkinen,,,,,,,,,,,,,,,
34,172022,heidfeld,,,,,,,,,,,,,,,
51,172022,verstappen,,,,,,,,,,,,,,,
68,172022,villeneuve,,,,,,,,,,,,,,,
85,172022,barrichello,,,,,,,,,,,,,,,
102,172022,bernoldi,,,,,,,,,,,,,,,
119,172022,burti,,,,,,,,,,,,,,,
136,172022,barrichello,,,,,,,,,,,,,,,
153,172022,heidfeld,,,,,,,,,,,,,,,
170,172022,alonso,,,,,,,,,,,,,,,
187,172022,ralf_schumacher,,,,,,,,,,,,,,,
204,172022,raikkonen,,,,,,,,,,,,,,,
221,172022,trulli,,,,,,,,,,,,,,,
238,172022,rosa,,,,,,,,,,,,,,,
255,172022,verstappen,,,,,,,,,,,,,,,
272,172022,verstappen,,,,,,,,,,,,,,,
289,172022,fisichella,,,,,,,,,,,,,,,
17,172000,fisichella,,,,,,,,,,,,,,,
34,172000,yoong,,,,,,,,,,,,,,,
51,172000,mcnish,,,,,,,,,,,,,,,
68,172000,salo,,,,,,,,,,,,,,,
85,172000,fisichella,,,,,,,,,,,,,,,
102,172000,sato,,,,,,,,,,,,,,,
119,172000,montoya,,,,,,,,,,,,,,,
136,172000,mcnish,,,,,,,,,,,,,,,
153,172000,salo,,,,,,,,,,,,,,,
170,172000,irvine,,,,,,,,,,,,,,,
187,172000,panis,,,,,,,,,,,,,,,
204,172000,button,,,,,,,,,,,,,,,
221,172000,davidson,,,,,,,,,,,,,,,
238,172000,trulli,,,,,,,,,,,,,,,
255,172000,massa,,,,,,,,,,,,,,,
272,172000,raikkonen,,,,,,,,,,,,,,,
289,172000,panis,,,,,,,,,,,,,,,
17,172001,fisichella,,,,,,,,,,,,,,,
34,172001,yoong,,,,,,,,,,,,,,,
51,172001,mcnish,,,,,,,,,,,,,,,
68,172001,salo,,,,,,,,,,,,,,,
85,172001,fisichella,,,,,,,,,,,,,,,
102,172001,sato,,,,,,,,,,,,,,,
119,172001,montoya,,,,,,,,,,,,,,,
136,172001,mcnish,,,,,,,,,,,,,,,
153,172001,salo,,,,,,,,,,,,,,,
170,172001,irvine,,,,,,,,,,,,,,,
187,172001,panis,,,,,,,,,,,,,,,
204,172001,button,,,,,,,,,,,,,,,
221,172001,davidson,,,,,,,,,,,,,,,
238,172001,trulli,,,,,,,,,,,,,,,
255,172001,massa,,,,,,,,,,,,,,,
272,172001,raikkonen,,,,,,,,,,,,,,,
289,172001,panis,,,,,,,,,,,,,,,
17,172002,fisichella,,,,,,,,,,,,,,,
34,172002,yoong,,,,,,,,,,,,,,,
51,172002,mcnish,,,,,,,,,,,,,,,
68,172002,salo,,,,,,,,,,,,,,,
85,172002,fisichella,,,,,,,,,,,,,,,
102,172002,sato,,,,,,,,,,,,,,,
119,172002,montoya,,,,,,,,,,,,,,,
136,172002,mcnish,,,,,,,,,,,,,,,
153,172002,salo,,,,,,,,,,,,,,,
170,172002,irvine,,,,,,,,,,,,,,,
187,172002,panis,,,,,,,,,,,,,,,
204,172002,button,,,,,,,,,,,,,,,
221,172002,davidson,,,,,,,,,,,,,,,
238,172002,trulli,,,,,,,,,,,,,,,
255,172002,massa,,,,,,,,,,,,,,,
272,172002,raikkonen,,,,,,,,,,,,,,,
289,172002,panis,,,,,,,,,,,,,,,
17,172003,fisichella,,,,,,,,,,,,,,,
34,172003,yoong,,,,,,,,,,,,,,,
51,172003,mcnish,,,,,,,,,,,,,,,
68,172003,salo,,,,,,,,,,,,,,,
85,172003,fisichella,,,,,,,,,,,,,,,
102,172003,sato,,,,,,,,,,,,,,,
119,172003,montoya,,,,,,,,,,,,,,,
136,172003,mcnish,,,,,,,,,,,,,,,
153,172003,salo,,,,,,,,,,,,,,,
170,172003,irvine,,,,,,,,,,,,,,,
187,172003,panis,,,,,,,,,,,,,,,
204,172003,button,,,,,,,,,,,,,,,
221,172003,davidson,,,,,,,,,,,,,,,
238,172003,trulli,,,,,,,,,,,,,,,
255,172003,massa,,,,,,,,,,,,,,,
272,172003,raikkonen,,,,,,,,,,,,,,,
289,172003,panis,,,,,,,,,,,,,,,
17,172004,fisichella,,,,,,,,,,,,,,,
34,172004,yoong,,,,,,,,,,,,,,,
51,172004,mcnish,,,,,,,,,,,,,,,
68,172004,salo,,,,,,,,,,,,,,,
85,172004,fisichella,,,,,,,,,,,,,,,
102,172004,sato,,,,,,,,,,,,,,,
119,172004,montoya,,,,,,,,,,,,,,,
136,172004,mcnish,,,,,,,,,,,,,,,
153,172004,salo,,,,,,,,,,,,,,,
170,172004,irvine,,,,,,,,,,,,,,,
187,172004,panis,,,,,,,,,,,,,,,
204,172004,button,,,,,,,,,,,,,,,
221,172004,davidson,,,,,,,,,,,,,,,
238,172004,trulli,,,,,,,,,,,,,,,
255,172004,massa,,,,,,,,,,,,,,,
272,172004,raikkonen,,,,,,,,,,,,,,,
289,172004,panis,,,,,,,,,,,,,,,
17,172005,fisichella,,,,,,,,,,,,,,,
34,172005,yoong,,,,,,,,,,,,,,,
51,172005,mcnish,,,,,,,,,,,,,,,
68,172005,salo,,,,,,,,,,,,,,,
85,172005,fisichella,,,,,,,,,,,,,,,
102,172005,sato,,,,,,,,,,,,,,,
119,172005,montoya,,,,,,,,,,,,,,,
136,172005,mcnish,,,,,,,,,,,,,,,
153,172005,salo,,,,,,,,,,,,,,,
170,172005,irvine,,,,,,,,,,,,,,,
187,172005,panis,,,,,,,,,,,,,,,
204,172005,button,,,,,,,,,,,,,,,
221,172005,davidson,,,,,,,,,,,,,,,
238,172005,trulli,,,,,,,,,,,,,,,
255,172005,massa,,,,,,,,,,,,,,,
272,172005,raikkonen,,,,,,,,,,,,,,,
289,172005,panis,,,,,,,,,,,,,,,
17,172006,fisichella,,,,,,,,,,,,,,,
34,172006,yoong,,,,,,,,,,,,,,,
51,172006,mcnish,,,,,,,,,,,,,,,
68,172006,salo,,,,,,,,,,,,,,,
85,172006,fisichella,,,,,,,,,,,,,,,
102,172006,sato,,,,,,,,,,,,,,,
119,172006,montoya,,,,,,,,,,,,,,,
136,172006,mcnish,,,,,,,,,,,,,,,
153,172006,salo,,,,,,,,,,,,,,,
170,172006,irvine,,,,,,,,,,,,,,,
187,172006,panis,,,,,,,,,,,,,,,
204,172006,button,,,,,,,,,,,,,,,
221,172006,davidson,,,,,,,,,,,,,,,
238,172006,trulli,,,,,,,,,,,,,,,
255,172006,massa,,,,,,,,,,,,,,,
272,172006,raikkonen,,,,,,,,,,,,,,,
289,172006,panis,,,,,,,,,,,,,,,
17,172007,fisichella,,,,,,,,,,,,,,,
34,172007,yoong,,,,,,,,,,,,,,,
51,172007,mcnish,,,,,,,,,,,,,,,
68,172007,salo,,,,,,,,,,,,,,,
85,172007,fisichella,,,,,,,,,,,,,,,
102,172007,sato,,,,,,,,,,,,,,,
119,172007,montoya,,,,,,,,,,,,,,,
136,172007,mcnish,,,,,,,,,,,,,,,
153,172007,salo,,,,,,,,,,,,,,,
170,172007,irvine,,,,,,,,,,,,,,,
187,172007,panis,,,,,,,,,,,,,,,
204,172007,button,,,,,,,,,,,,,,,
221,172007,davidson,,,,,,,,,,,,,,,
238,172007,trulli,,,,,,,,,,,,,,,
255,172007,massa,,,,,,,,,,,,,,,
272,172007,raikkonen,,,,,,,,,,,,,,,
289,172007,panis,,,,,,,,,,,,,,,
17,172008,fisichella,,,,,,,,,,,,,,,
34,172008,yoong,,,,,,,,,,,,,,,
51,172008,mcnish,,,,,,,,,,,,,,,
68,172008,salo,,,,,,,,,,,,,,,
85,172008,fisichella,,,,,,,,,,,,,,,
102,172008,sato,,,,,,,,,,,,,,,
119,172008,montoya,,,,,,,,,,,,,,,
136,172008,mcnish,,,,,,,,,,,,,,,
153,172008,salo,,,,,,,,,,,,,,,
170,172008,irvine,,,,,,,,,,,,,,,
187,172008,panis,,,,,,,,,,,,,,,
204,172008,button,,,,,,,,,,,,,,,
221,172008,davidson,,,,,,,,,,,,,,,
238,172008,trulli,,,,,,,,,,,,,,,
255,172008,massa,,,,,,,,,,,,,,,
272,172008,raikkonen,,,,,,,,,,,,,,,
289,172008,panis,,,,,,,,,,,,,,,
17,172009,fisichella,,,,,,,,,,,,,,,
34,172009,yoong,,,,,,,,,,,,,,,
51,172009,mcnish,,,,,,,,,,,,,,,
68,172009,salo,,,,,,,,,,,,,,,
85,172009,fisichella,,,,,,,,,,,,,,,
102,172009,sato,,,,,,,,,,,,,,,
119,172009,montoya,,,,,,,,,,,,,,,
136,172009,mcnish,,,,,,,,,,,,,,,
153,172009,salo,,,,,,,,,,,,,,,
170,172009,irvine,,,,,,,,,,,,,,,
187,172009,panis,,,,,,,,,,,,,,,
204,172009,button,,,,,,,,,,,,,,,
221,172009,davidson,,,,,,,,,,,,,,,
238,172009,trulli,,,,,,,,,,,,,,,
255,172009,massa,,,,,,,,,,,,,,,
272,172009,raikkonen,,,,,,,,,,,,,,,
289,172009,panis,,,,,,,,,,,,,,,
17,172010,fisichella,,,,,,,,,,,,,,,
34,172010,yoong,,,,,,,,,,,,,,,
51,172010,mcnish,,,,,,,,,,,,,,,
68,172010,salo,,,,,,,,,,,,,,,
85,172010,fisichella,,,,,,,,,,,,,,,
102,172010,sato,,,,,,,,,,,,,,,
119,172010,montoya,,,,,,,,,,,,,,,
136,172010,mcnish,,,,,,,,,,,,,,,
153,172010,salo,,,,,,,,,,,,,,,
170,172010,irvine,,,,,,,,,,,,,,,
187,172010,panis,,,,,,,,,,,,,,,
204,172010,button,,,,,,,,,,,,,,,
221,172010,davidson,,,,,,,,,,,,,,,
238,172010,trulli,,,,,,,,,,,,,,,
